,target_end_date,country,quantile,value,location,forecast_date,type,state,target
15745,2020-06-06,US,,225,20,2020-05-30,point,KS,1 wk ahead cum death
15780,2020-06-07,US,,226,20,2020-05-30,point,KS,8 day ahead cum death
15804,2020-06-08,US,,227,20,2020-05-30,point,KS,9 day ahead cum death
15828,2020-06-09,US,,228,20,2020-05-30,point,KS,10 day ahead cum death
15852,2020-06-10,US,,230,20,2020-05-30,point,KS,11 day ahead cum death
15876,2020-06-11,US,,231,20,2020-05-30,point,KS,12 day ahead cum death
15900,2020-06-12,US,,232,20,2020-05-30,point,KS,13 day ahead cum death
15936,2020-06-13,US,,233,20,2020-05-30,point,KS,14 day ahead cum death
15937,2020-06-13,US,,233,20,2020-05-30,point,KS,2 wk ahead cum death
15972,2020-06-14,US,,234,20,2020-05-30,point,KS,15 day ahead cum death
15996,2020-06-15,US,,235,20,2020-05-30,point,KS,16 day ahead cum death
16020,2020-06-16,US,,236,20,2020-05-30,point,KS,17 day ahead cum death
16044,2020-06-17,US,,237,20,2020-05-30,point,KS,18 day ahead cum death
16068,2020-06-18,US,,238,20,2020-05-30,point,KS,19 day ahead cum death
16092,2020-06-19,US,,239,20,2020-05-30,point,KS,20 day ahead cum death
16128,2020-06-20,US,,240,20,2020-05-30,point,KS,21 day ahead cum death
16129,2020-06-20,US,,240,20,2020-05-30,point,KS,3 wk ahead cum death
16164,2020-06-21,US,,241,20,2020-05-30,point,KS,22 day ahead cum death
16188,2020-06-22,US,,242,20,2020-05-30,point,KS,23 day ahead cum death
16212,2020-06-23,US,,242,20,2020-05-30,point,KS,24 day ahead cum death
16236,2020-06-24,US,,243,20,2020-05-30,point,KS,25 day ahead cum death
16260,2020-06-25,US,,244,20,2020-05-30,point,KS,26 day ahead cum death
16284,2020-06-26,US,,245,20,2020-05-30,point,KS,27 day ahead cum death
16320,2020-06-27,US,,245,20,2020-05-30,point,KS,28 day ahead cum death
16321,2020-06-27,US,,245,20,2020-05-30,point,KS,4 wk ahead cum death
16356,2020-06-28,US,,246,20,2020-05-30,point,KS,29 day ahead cum death
16380,2020-06-29,US,,247,20,2020-05-30,point,KS,30 day ahead cum death
16404,2020-06-30,US,,247,20,2020-05-30,point,KS,31 day ahead cum death
16428,2020-07-01,US,,248,20,2020-05-30,point,KS,32 day ahead cum death
16452,2020-07-02,US,,248,20,2020-05-30,point,KS,33 day ahead cum death
16476,2020-07-03,US,,249,20,2020-05-30,point,KS,34 day ahead cum death
16512,2020-07-04,US,,249,20,2020-05-30,point,KS,35 day ahead cum death
16513,2020-07-04,US,,249,20,2020-05-30,point,KS,5 wk ahead cum death
16548,2020-07-05,US,,250,20,2020-05-30,point,KS,36 day ahead cum death
16572,2020-07-06,US,,251,20,2020-05-30,point,KS,37 day ahead cum death
16596,2020-07-07,US,,251,20,2020-05-30,point,KS,38 day ahead cum death
16620,2020-07-08,US,,252,20,2020-05-30,point,KS,39 day ahead cum death
16644,2020-07-09,US,,252,20,2020-05-30,point,KS,40 day ahead cum death
16668,2020-07-10,US,,253,20,2020-05-30,point,KS,41 day ahead cum death
16704,2020-07-11,US,,253,20,2020-05-30,point,KS,42 day ahead cum death
16705,2020-07-11,US,,253,20,2020-05-30,point,KS,6 wk ahead cum death
16740,2020-07-12,US,,254,20,2020-05-30,point,KS,43 day ahead cum death
16764,2020-07-13,US,,254,20,2020-05-30,point,KS,44 day ahead cum death
16788,2020-07-14,US,,254,20,2020-05-30,point,KS,45 day ahead cum death
16812,2020-07-15,US,,254,20,2020-05-30,point,KS,46 day ahead cum death
16836,2020-07-16,US,,255,20,2020-05-30,point,KS,47 day ahead cum death
16860,2020-05-30,US,,421,21,2020-05-30,point,KY,0 day ahead cum death
16884,2020-05-31,US,,426,21,2020-05-30,point,KY,1 day ahead cum death
16908,2020-06-01,US,,430,21,2020-05-30,point,KY,2 day ahead cum death
16932,2020-06-02,US,,434,21,2020-05-30,point,KY,3 day ahead cum death
16956,2020-06-03,US,,438,21,2020-05-30,point,KY,4 day ahead cum death
16980,2020-06-04,US,,441,21,2020-05-30,point,KY,5 day ahead cum death
17004,2020-06-05,US,,445,21,2020-05-30,point,KY,6 day ahead cum death
17040,2020-06-06,US,,448,21,2020-05-30,point,KY,7 day ahead cum death
17041,2020-06-06,US,,448,21,2020-05-30,point,KY,1 wk ahead cum death
17076,2020-06-07,US,,452,21,2020-05-30,point,KY,8 day ahead cum death
17100,2020-06-08,US,,455,21,2020-05-30,point,KY,9 day ahead cum death
17124,2020-06-09,US,,458,21,2020-05-30,point,KY,10 day ahead cum death
17148,2020-06-10,US,,461,21,2020-05-30,point,KY,11 day ahead cum death
17172,2020-06-11,US,,464,21,2020-05-30,point,KY,12 day ahead cum death
17196,2020-06-12,US,,467,21,2020-05-30,point,KY,13 day ahead cum death
17232,2020-06-13,US,,470,21,2020-05-30,point,KY,14 day ahead cum death
17233,2020-06-13,US,,470,21,2020-05-30,point,KY,2 wk ahead cum death
17268,2020-06-14,US,,473,21,2020-05-30,point,KY,15 day ahead cum death
17292,2020-06-15,US,,476,21,2020-05-30,point,KY,16 day ahead cum death
17316,2020-06-16,US,,478,21,2020-05-30,point,KY,17 day ahead cum death
17340,2020-06-17,US,,481,21,2020-05-30,point,KY,18 day ahead cum death
17364,2020-06-18,US,,483,21,2020-05-30,point,KY,19 day ahead cum death
17388,2020-06-19,US,,485,21,2020-05-30,point,KY,20 day ahead cum death
17424,2020-06-20,US,,488,21,2020-05-30,point,KY,21 day ahead cum death
17425,2020-06-20,US,,488,21,2020-05-30,point,KY,3 wk ahead cum death
17460,2020-06-21,US,,490,21,2020-05-30,point,KY,22 day ahead cum death
17484,2020-06-22,US,,492,21,2020-05-30,point,KY,23 day ahead cum death
17508,2020-06-23,US,,494,21,2020-05-30,point,KY,24 day ahead cum death
17532,2020-06-24,US,,496,21,2020-05-30,point,KY,25 day ahead cum death
17556,2020-06-25,US,,498,21,2020-05-30,point,KY,26 day ahead cum death
17580,2020-06-26,US,,500,21,2020-05-30,point,KY,27 day ahead cum death
17616,2020-06-27,US,,502,21,2020-05-30,point,KY,28 day ahead cum death
17617,2020-06-27,US,,502,21,2020-05-30,point,KY,4 wk ahead cum death
17652,2020-06-28,US,,503,21,2020-05-30,point,KY,29 day ahead cum death
17676,2020-06-29,US,,505,21,2020-05-30,point,KY,30 day ahead cum death
17700,2020-06-30,US,,507,21,2020-05-30,point,KY,31 day ahead cum death
17724,2020-07-01,US,,509,21,2020-05-30,point,KY,32 day ahead cum death
17748,2020-07-02,US,,510,21,2020-05-30,point,KY,33 day ahead cum death
17772,2020-07-03,US,,512,21,2020-05-30,point,KY,34 day ahead cum death
17808,2020-07-04,US,,513,21,2020-05-30,point,KY,35 day ahead cum death
17809,2020-07-04,US,,513,21,2020-05-30,point,KY,5 wk ahead cum death
17844,2020-07-05,US,,515,21,2020-05-30,point,KY,36 day ahead cum death
17868,2020-07-06,US,,516,21,2020-05-30,point,KY,37 day ahead cum death
17892,2020-07-07,US,,517,21,2020-05-30,point,KY,38 day ahead cum death
17916,2020-07-08,US,,519,21,2020-05-30,point,KY,39 day ahead cum death
17940,2020-07-09,US,,520,21,2020-05-30,point,KY,40 day ahead cum death
17964,2020-07-10,US,,521,21,2020-05-30,point,KY,41 day ahead cum death
18000,2020-07-11,US,,522,21,2020-05-30,point,KY,42 day ahead cum death
18001,2020-07-11,US,,522,21,2020-05-30,point,KY,6 wk ahead cum death
18036,2020-07-12,US,,523,21,2020-05-30,point,KY,43 day ahead cum death
18060,2020-07-13,US,,525,21,2020-05-30,point,KY,44 day ahead cum death
18084,2020-07-14,US,,526,21,2020-05-30,point,KY,45 day ahead cum death
18108,2020-07-15,US,,527,21,2020-05-30,point,KY,46 day ahead cum death
18132,2020-07-16,US,,528,21,2020-05-30,point,KY,47 day ahead cum death
18156,2020-05-30,US,,2697,22,2020-05-30,point,LA,0 day ahead cum death
18180,2020-05-31,US,,2714,22,2020-05-30,point,LA,1 day ahead cum death
18204,2020-06-01,US,,2730,22,2020-05-30,point,LA,2 day ahead cum death
18228,2020-06-02,US,,2745,22,2020-05-30,point,LA,3 day ahead cum death
18252,2020-06-03,US,,2760,22,2020-05-30,point,LA,4 day ahead cum death
18276,2020-06-04,US,,2773,22,2020-05-30,point,LA,5 day ahead cum death
18300,2020-06-05,US,,2787,22,2020-05-30,point,LA,6 day ahead cum death
18336,2020-06-06,US,,2799,22,2020-05-30,point,LA,7 day ahead cum death
18337,2020-06-06,US,,2799,22,2020-05-30,point,LA,1 wk ahead cum death
18372,2020-06-07,US,,2812,22,2020-05-30,point,LA,8 day ahead cum death
18396,2020-06-08,US,,2823,22,2020-05-30,point,LA,9 day ahead cum death
18420,2020-06-09,US,,2834,22,2020-05-30,point,LA,10 day ahead cum death
18444,2020-06-10,US,,2845,22,2020-05-30,point,LA,11 day ahead cum death
18468,2020-06-11,US,,2855,22,2020-05-30,point,LA,12 day ahead cum death
18492,2020-06-12,US,,2865,22,2020-05-30,point,LA,13 day ahead cum death
18528,2020-06-13,US,,2874,22,2020-05-30,point,LA,14 day ahead cum death
18529,2020-06-13,US,,2874,22,2020-05-30,point,LA,2 wk ahead cum death
18564,2020-06-14,US,,2883,22,2020-05-30,point,LA,15 day ahead cum death
18588,2020-06-15,US,,2891,22,2020-05-30,point,LA,16 day ahead cum death
18612,2020-06-16,US,,2899,22,2020-05-30,point,LA,17 day ahead cum death
18636,2020-06-17,US,,2907,22,2020-05-30,point,LA,18 day ahead cum death
18660,2020-06-18,US,,2914,22,2020-05-30,point,LA,19 day ahead cum death
18684,2020-06-19,US,,2921,22,2020-05-30,point,LA,20 day ahead cum death
18720,2020-06-20,US,,2928,22,2020-05-30,point,LA,21 day ahead cum death
18721,2020-06-20,US,,2928,22,2020-05-30,point,LA,3 wk ahead cum death
18756,2020-06-21,US,,2934,22,2020-05-30,point,LA,22 day ahead cum death
18780,2020-06-22,US,,2940,22,2020-05-30,point,LA,23 day ahead cum death
18804,2020-06-23,US,,2946,22,2020-05-30,point,LA,24 day ahead cum death
18828,2020-06-24,US,,2951,22,2020-05-30,point,LA,25 day ahead cum death
18852,2020-06-25,US,,2957,22,2020-05-30,point,LA,26 day ahead cum death
18876,2020-06-26,US,,2962,22,2020-05-30,point,LA,27 day ahead cum death
18912,2020-06-27,US,,2966,22,2020-05-30,point,LA,28 day ahead cum death
18913,2020-06-27,US,,2966,22,2020-05-30,point,LA,4 wk ahead cum death
18948,2020-06-28,US,,2971,22,2020-05-30,point,LA,29 day ahead cum death
18972,2020-06-29,US,,2975,22,2020-05-30,point,LA,30 day ahead cum death
18996,2020-06-30,US,,2980,22,2020-05-30,point,LA,31 day ahead cum death
19020,2020-07-01,US,,2983,22,2020-05-30,point,LA,32 day ahead cum death
19044,2020-07-02,US,,2987,22,2020-05-30,point,LA,33 day ahead cum death
19068,2020-07-03,US,,2991,22,2020-05-30,point,LA,34 day ahead cum death
19104,2020-07-04,US,,2994,22,2020-05-30,point,LA,35 day ahead cum death
19105,2020-07-04,US,,2994,22,2020-05-30,point,LA,5 wk ahead cum death
19140,2020-07-05,US,,2998,22,2020-05-30,point,LA,36 day ahead cum death
19164,2020-07-06,US,,3001,22,2020-05-30,point,LA,37 day ahead cum death
19188,2020-07-07,US,,3004,22,2020-05-30,point,LA,38 day ahead cum death
19212,2020-07-08,US,,3007,22,2020-05-30,point,LA,39 day ahead cum death
19236,2020-07-09,US,,3009,22,2020-05-30,point,LA,40 day ahead cum death
19260,2020-07-10,US,,3012,22,2020-05-30,point,LA,41 day ahead cum death
19296,2020-07-11,US,,3014,22,2020-05-30,point,LA,42 day ahead cum death
19297,2020-07-11,US,,3014,22,2020-05-30,point,LA,6 wk ahead cum death
19332,2020-07-12,US,,3017,22,2020-05-30,point,LA,43 day ahead cum death
19356,2020-07-13,US,,3019,22,2020-05-30,point,LA,44 day ahead cum death
19380,2020-07-14,US,,3021,22,2020-05-30,point,LA,45 day ahead cum death
19404,2020-07-15,US,,3023,22,2020-05-30,point,LA,46 day ahead cum death
19428,2020-07-16,US,,3025,22,2020-05-30,point,LA,47 day ahead cum death
19452,2020-05-30,US,,6768,25,2020-05-30,point,MA,0 day ahead cum death
19476,2020-05-31,US,,6815,25,2020-05-30,point,MA,1 day ahead cum death
19500,2020-06-01,US,,6859,25,2020-05-30,point,MA,2 day ahead cum death
19524,2020-06-02,US,,6899,25,2020-05-30,point,MA,3 day ahead cum death
19548,2020-06-03,US,,6936,25,2020-05-30,point,MA,4 day ahead cum death
19572,2020-06-04,US,,6971,25,2020-05-30,point,MA,5 day ahead cum death
19596,2020-06-05,US,,7002,25,2020-05-30,point,MA,6 day ahead cum death
19632,2020-06-06,US,,7032,25,2020-05-30,point,MA,7 day ahead cum death
19633,2020-06-06,US,,7032,25,2020-05-30,point,MA,1 wk ahead cum death
19668,2020-06-07,US,,7059,25,2020-05-30,point,MA,8 day ahead cum death
19692,2020-06-08,US,,7084,25,2020-05-30,point,MA,9 day ahead cum death
19716,2020-06-09,US,,7107,25,2020-05-30,point,MA,10 day ahead cum death
19740,2020-06-10,US,,7128,25,2020-05-30,point,MA,11 day ahead cum death
19764,2020-06-11,US,,7148,25,2020-05-30,point,MA,12 day ahead cum death
19788,2020-06-12,US,,7166,25,2020-05-30,point,MA,13 day ahead cum death
19824,2020-06-13,US,,7182,25,2020-05-30,point,MA,14 day ahead cum death
19825,2020-06-13,US,,7182,25,2020-05-30,point,MA,2 wk ahead cum death
19860,2020-06-14,US,,7198,25,2020-05-30,point,MA,15 day ahead cum death
19884,2020-06-15,US,,7212,25,2020-05-30,point,MA,16 day ahead cum death
19908,2020-06-16,US,,7225,25,2020-05-30,point,MA,17 day ahead cum death
19932,2020-06-17,US,,7237,25,2020-05-30,point,MA,18 day ahead cum death
19956,2020-06-18,US,,7248,25,2020-05-30,point,MA,19 day ahead cum death
19980,2020-06-19,US,,7258,25,2020-05-30,point,MA,20 day ahead cum death
20016,2020-06-20,US,,7267,25,2020-05-30,point,MA,21 day ahead cum death
20017,2020-06-20,US,,7267,25,2020-05-30,point,MA,3 wk ahead cum death
20052,2020-06-21,US,,7276,25,2020-05-30,point,MA,22 day ahead cum death
20076,2020-06-22,US,,7283,25,2020-05-30,point,MA,23 day ahead cum death
20100,2020-06-23,US,,7291,25,2020-05-30,point,MA,24 day ahead cum death
20124,2020-06-24,US,,7297,25,2020-05-30,point,MA,25 day ahead cum death
20148,2020-06-25,US,,7304,25,2020-05-30,point,MA,26 day ahead cum death
20172,2020-06-26,US,,7309,25,2020-05-30,point,MA,27 day ahead cum death
20208,2020-06-27,US,,7314,25,2020-05-30,point,MA,28 day ahead cum death
20209,2020-06-27,US,,7314,25,2020-05-30,point,MA,4 wk ahead cum death
20244,2020-06-28,US,,7318,25,2020-05-30,point,MA,29 day ahead cum death
20268,2020-06-29,US,,7323,25,2020-05-30,point,MA,30 day ahead cum death
20292,2020-06-30,US,,7327,25,2020-05-30,point,MA,31 day ahead cum death
20316,2020-07-01,US,,7330,25,2020-05-30,point,MA,32 day ahead cum death
20340,2020-07-02,US,,7334,25,2020-05-30,point,MA,33 day ahead cum death
20364,2020-07-03,US,,7337,25,2020-05-30,point,MA,34 day ahead cum death
20400,2020-07-04,US,,7340,25,2020-05-30,point,MA,35 day ahead cum death
20401,2020-07-04,US,,7340,25,2020-05-30,point,MA,5 wk ahead cum death
20436,2020-07-05,US,,7342,25,2020-05-30,point,MA,36 day ahead cum death
20460,2020-07-06,US,,7345,25,2020-05-30,point,MA,37 day ahead cum death
20484,2020-07-07,US,,7347,25,2020-05-30,point,MA,38 day ahead cum death
20508,2020-07-08,US,,7349,25,2020-05-30,point,MA,39 day ahead cum death
20532,2020-07-09,US,,7351,25,2020-05-30,point,MA,40 day ahead cum death
20556,2020-07-10,US,,7352,25,2020-05-30,point,MA,41 day ahead cum death
20592,2020-07-11,US,,7354,25,2020-05-30,point,MA,42 day ahead cum death
20593,2020-07-11,US,,7354,25,2020-05-30,point,MA,6 wk ahead cum death
20628,2020-07-12,US,,7355,25,2020-05-30,point,MA,43 day ahead cum death
20652,2020-07-13,US,,7357,25,2020-05-30,point,MA,44 day ahead cum death
20676,2020-07-14,US,,7358,25,2020-05-30,point,MA,45 day ahead cum death
20700,2020-07-15,US,,7359,25,2020-05-30,point,MA,46 day ahead cum death
20724,2020-07-16,US,,7360,25,2020-05-30,point,MA,47 day ahead cum death
20748,2020-05-30,US,,2418,24,2020-05-30,point,MD,0 day ahead cum death
20772,2020-05-31,US,,2473,24,2020-05-30,point,MD,1 day ahead cum death
20796,2020-06-01,US,,2528,24,2020-05-30,point,MD,2 day ahead cum death
20820,2020-06-02,US,,2582,24,2020-05-30,point,MD,3 day ahead cum death
20844,2020-06-03,US,,2635,24,2020-05-30,point,MD,4 day ahead cum death
20868,2020-06-04,US,,2686,24,2020-05-30,point,MD,5 day ahead cum death
20892,2020-06-05,US,,2738,24,2020-05-30,point,MD,6 day ahead cum death
20928,2020-06-06,US,,2788,24,2020-05-30,point,MD,7 day ahead cum death
20929,2020-06-06,US,,2788,24,2020-05-30,point,MD,1 wk ahead cum death
20964,2020-06-07,US,,2836,24,2020-05-30,point,MD,8 day ahead cum death
20988,2020-06-08,US,,2885,24,2020-05-30,point,MD,9 day ahead cum death
21012,2020-06-09,US,,2931,24,2020-05-30,point,MD,10 day ahead cum death
21036,2020-06-10,US,,2978,24,2020-05-30,point,MD,11 day ahead cum death
21060,2020-06-11,US,,3023,24,2020-05-30,point,MD,12 day ahead cum death
21084,2020-06-12,US,,3067,24,2020-05-30,point,MD,13 day ahead cum death
21120,2020-06-13,US,,3110,24,2020-05-30,point,MD,14 day ahead cum death
21121,2020-06-13,US,,3110,24,2020-05-30,point,MD,2 wk ahead cum death
21156,2020-06-14,US,,3152,24,2020-05-30,point,MD,15 day ahead cum death
21180,2020-06-15,US,,3193,24,2020-05-30,point,MD,16 day ahead cum death
21204,2020-06-16,US,,3233,24,2020-05-30,point,MD,17 day ahead cum death
21228,2020-06-17,US,,3272,24,2020-05-30,point,MD,18 day ahead cum death
21252,2020-06-18,US,,3310,24,2020-05-30,point,MD,19 day ahead cum death
21276,2020-06-19,US,,3348,24,2020-05-30,point,MD,20 day ahead cum death
21312,2020-06-20,US,,3384,24,2020-05-30,point,MD,21 day ahead cum death
21313,2020-06-20,US,,3384,24,2020-05-30,point,MD,3 wk ahead cum death
21348,2020-06-21,US,,3420,24,2020-05-30,point,MD,22 day ahead cum death
21372,2020-06-22,US,,3455,24,2020-05-30,point,MD,23 day ahead cum death
21396,2020-06-23,US,,3489,24,2020-05-30,point,MD,24 day ahead cum death
21420,2020-06-24,US,,3522,24,2020-05-30,point,MD,25 day ahead cum death
21444,2020-06-25,US,,3554,24,2020-05-30,point,MD,26 day ahead cum death
21468,2020-06-26,US,,3586,24,2020-05-30,point,MD,27 day ahead cum death
21504,2020-06-27,US,,3616,24,2020-05-30,point,MD,28 day ahead cum death
21505,2020-06-27,US,,3616,24,2020-05-30,point,MD,4 wk ahead cum death
21540,2020-06-28,US,,3646,24,2020-05-30,point,MD,29 day ahead cum death
21564,2020-06-29,US,,3676,24,2020-05-30,point,MD,30 day ahead cum death
21588,2020-06-30,US,,3704,24,2020-05-30,point,MD,31 day ahead cum death
21612,2020-07-01,US,,3732,24,2020-05-30,point,MD,32 day ahead cum death
21636,2020-07-02,US,,3759,24,2020-05-30,point,MD,33 day ahead cum death
21660,2020-07-03,US,,3785,24,2020-05-30,point,MD,34 day ahead cum death
21696,2020-07-04,US,,3811,24,2020-05-30,point,MD,35 day ahead cum death
21697,2020-07-04,US,,3811,24,2020-05-30,point,MD,5 wk ahead cum death
21732,2020-07-05,US,,3836,24,2020-05-30,point,MD,36 day ahead cum death
21756,2020-07-06,US,,3860,24,2020-05-30,point,MD,37 day ahead cum death
21780,2020-07-07,US,,3884,24,2020-05-30,point,MD,38 day ahead cum death
21804,2020-07-08,US,,3907,24,2020-05-30,point,MD,39 day ahead cum death
21828,2020-07-09,US,,3930,24,2020-05-30,point,MD,40 day ahead cum death
21852,2020-07-10,US,,3952,24,2020-05-30,point,MD,41 day ahead cum death
21888,2020-07-11,US,,3973,24,2020-05-30,point,MD,42 day ahead cum death
21889,2020-07-11,US,,3973,24,2020-05-30,point,MD,6 wk ahead cum death
21924,2020-07-12,US,,3994,24,2020-05-30,point,MD,43 day ahead cum death
21948,2020-07-13,US,,4014,24,2020-05-30,point,MD,44 day ahead cum death
21972,2020-07-14,US,,4033,24,2020-05-30,point,MD,45 day ahead cum death
21996,2020-07-15,US,,4052,24,2020-05-30,point,MD,46 day ahead cum death
22020,2020-07-16,US,,4071,24,2020-05-30,point,MD,47 day ahead cum death
22044,2020-05-30,US,,90,23,2020-05-30,point,ME,0 day ahead cum death
22068,2020-05-31,US,,96,23,2020-05-30,point,ME,1 day ahead cum death
22092,2020-06-01,US,,103,23,2020-05-30,point,ME,2 day ahead cum death
22116,2020-06-02,US,,111,23,2020-05-30,point,ME,3 day ahead cum death
22140,2020-06-03,US,,119,23,2020-05-30,point,ME,4 day ahead cum death
22164,2020-06-04,US,,129,23,2020-05-30,point,ME,5 day ahead cum death
22188,2020-06-05,US,,139,23,2020-05-30,point,ME,6 day ahead cum death
22224,2020-06-06,US,,150,23,2020-05-30,point,ME,7 day ahead cum death
22225,2020-06-06,US,,150,23,2020-05-30,point,ME,1 wk ahead cum death
22260,2020-06-07,US,,162,23,2020-05-30,point,ME,8 day ahead cum death
22284,2020-06-08,US,,176,23,2020-05-30,point,ME,9 day ahead cum death
22308,2020-06-09,US,,190,23,2020-05-30,point,ME,10 day ahead cum death
22332,2020-06-10,US,,207,23,2020-05-30,point,ME,11 day ahead cum death
22356,2020-06-11,US,,224,23,2020-05-30,point,ME,12 day ahead cum death
22380,2020-06-12,US,,243,23,2020-05-30,point,ME,13 day ahead cum death
22416,2020-06-13,US,,265,23,2020-05-30,point,ME,14 day ahead cum death
22417,2020-06-13,US,,265,23,2020-05-30,point,ME,2 wk ahead cum death
22452,2020-06-14,US,,288,23,2020-05-30,point,ME,15 day ahead cum death
22476,2020-06-15,US,,313,23,2020-05-30,point,ME,16 day ahead cum death
22500,2020-06-16,US,,340,23,2020-05-30,point,ME,17 day ahead cum death
22524,2020-06-17,US,,370,23,2020-05-30,point,ME,18 day ahead cum death
22548,2020-06-18,US,,403,23,2020-05-30,point,ME,19 day ahead cum death
