,Unnamed: 0,forecast_date,target,target_end_date,location,type,quantile,value
22945,947,2020-06-14,5 day ahead cum death,2020-06-19,18,point,,2511.2996546960585
22946,948,2020-06-14,6 day ahead cum death,2020-06-20,18,point,,2527.9063169319197
22947,949,2020-06-14,7 day ahead cum death,2020-06-21,18,point,,2544.2842556688056
22948,950,2020-06-14,8 day ahead cum death,2020-06-22,18,point,,2560.9546661366667
22949,951,2020-06-14,9 day ahead cum death,2020-06-23,18,point,,2577.5273596248066
22950,952,2020-06-14,10 day ahead cum death,2020-06-24,18,point,,2593.837746453804
22951,953,2020-06-14,11 day ahead cum death,2020-06-25,18,point,,2609.965509860993
22952,954,2020-06-14,12 day ahead cum death,2020-06-26,18,point,,2625.4352642493077
22953,955,2020-06-14,13 day ahead cum death,2020-06-27,18,point,,2640.486931393966
22954,956,2020-06-14,14 day ahead cum death,2020-06-28,18,point,,2655.2576248028913
22955,957,2020-06-14,15 day ahead cum death,2020-06-29,18,point,,2669.706341127076
22956,958,2020-06-14,16 day ahead cum death,2020-06-30,18,point,,2683.867807743019
22957,959,2020-06-14,17 day ahead cum death,2020-07-01,18,point,,2697.6743017383146
22958,960,2020-06-14,18 day ahead cum death,2020-07-02,18,point,,2711.1950449105425
22959,961,2020-06-14,19 day ahead cum death,2020-07-03,18,point,,2724.3703286806995
22960,962,2020-06-14,20 day ahead cum death,2020-07-04,18,point,,2737.2506614191666
22961,963,2020-06-14,21 day ahead cum death,2020-07-05,18,point,,2749.8391223675953
22962,964,2020-06-14,22 day ahead cum death,2020-07-06,18,point,,2762.105665946565
22963,965,2020-06-14,23 day ahead cum death,2020-07-07,18,point,,2774.064379449246
22964,966,2020-06-14,24 day ahead cum death,2020-07-08,18,point,,2785.6906421720173
22965,967,2020-06-14,25 day ahead cum death,2020-07-09,18,point,,2797.006632050476
22966,968,2020-06-14,26 day ahead cum death,2020-07-10,18,point,,2808.0103052051213
22967,969,2020-06-14,27 day ahead cum death,2020-07-11,18,point,,2818.720704811857
23589,943,2020-06-14,1 day ahead inc death,2020-06-15,18,point,,17.4737350115471
23590,944,2020-06-14,2 day ahead inc death,2020-06-16,18,point,,19.027213856790034
23591,945,2020-06-14,3 day ahead inc death,2020-06-17,18,point,,17.355983404314028
23592,946,2020-06-14,4 day ahead inc death,2020-06-18,18,point,,18.680534766351848
23593,947,2020-06-14,5 day ahead inc death,2020-06-19,18,point,,16.762187657055563
23594,948,2020-06-14,6 day ahead inc death,2020-06-20,18,point,,16.606662235861766
23595,949,2020-06-14,7 day ahead inc death,2020-06-21,18,point,,16.37793873688564
23596,950,2020-06-14,8 day ahead inc death,2020-06-22,18,point,,16.670410467860908
23597,951,2020-06-14,9 day ahead inc death,2020-06-23,18,point,,16.5726934881399
23598,952,2020-06-14,10 day ahead inc death,2020-06-24,18,point,,16.310386828997267
23599,953,2020-06-14,11 day ahead inc death,2020-06-25,18,point,,16.127763407189544
23600,954,2020-06-14,12 day ahead inc death,2020-06-26,18,point,,15.469754388314282
23601,955,2020-06-14,13 day ahead inc death,2020-06-27,18,point,,15.05166714465826
23602,956,2020-06-14,14 day ahead inc death,2020-06-28,18,point,,14.7706934089254
23603,957,2020-06-14,15 day ahead inc death,2020-06-29,18,point,,14.448716324184131
23604,958,2020-06-14,16 day ahead inc death,2020-06-30,18,point,,14.161466615943565
23605,959,2020-06-14,17 day ahead inc death,2020-07-01,18,point,,13.806493995295426
23606,960,2020-06-14,18 day ahead inc death,2020-07-02,18,point,,13.520743172227832
23607,961,2020-06-14,19 day ahead inc death,2020-07-03,18,point,,13.175283770157163
23608,962,2020-06-14,20 day ahead inc death,2020-07-04,18,point,,12.880332738467116
23609,963,2020-06-14,21 day ahead inc death,2020-07-05,18,point,,12.588460948428198
23610,964,2020-06-14,22 day ahead inc death,2020-07-06,18,point,,12.266543578970644
23611,965,2020-06-14,23 day ahead inc death,2020-07-07,18,point,,11.958713502680896
23612,966,2020-06-14,24 day ahead inc death,2020-07-08,18,point,,11.62626272277138
23613,967,2020-06-14,25 day ahead inc death,2020-07-09,18,point,,11.315989878458181
23614,968,2020-06-14,26 day ahead inc death,2020-07-10,18,point,,11.003673154645957
23615,969,2020-06-14,27 day ahead inc death,2020-07-11,18,point,,10.710399606735317
23708,948,2020-06-14,1 wk ahead cum death,2020-06-20,18,point,,2527.9063169319197
23709,955,2020-06-14,2 wk ahead cum death,2020-06-27,18,point,,2640.486931393966
23710,962,2020-06-14,3 wk ahead cum death,2020-07-04,18,point,,2737.2506614191666
23711,969,2020-06-14,4 wk ahead cum death,2020-07-11,18,point,,2818.720704811857
23804,115,2020-06-14,1 wk ahead inc death,2020-06-20,18,point,,114.9063169319202
23805,116,2020-06-14,2 wk ahead inc death,2020-06-27,18,point,,112.5806144620458
23806,117,2020-06-14,3 wk ahead inc death,2020-07-04,18,point,,96.76373002520063
23807,118,2020-06-14,4 wk ahead inc death,2020-07-11,18,point,,81.47004339269057
24429,943,2020-06-14,1 day ahead cum death,2020-06-15,20,point,,246.30185657748768
24430,944,2020-06-14,2 day ahead cum death,2020-06-16,20,point,,247.83669233399237
24431,945,2020-06-14,3 day ahead cum death,2020-06-17,20,point,,249.463783012505
24432,946,2020-06-14,4 day ahead cum death,2020-06-18,20,point,,250.96922086257075
24433,947,2020-06-14,5 day ahead cum death,2020-06-19,20,point,,251.97996263192974
24434,948,2020-06-14,6 day ahead cum death,2020-06-20,20,point,,253.4175808812377
24435,949,2020-06-14,7 day ahead cum death,2020-06-21,20,point,,254.75665570513587
24436,950,2020-06-14,8 day ahead cum death,2020-06-22,20,point,,255.90313803662033
24437,951,2020-06-14,9 day ahead cum death,2020-06-23,20,point,,257.19808051716427
24438,952,2020-06-14,10 day ahead cum death,2020-06-24,20,point,,258.3694874536219
24439,953,2020-06-14,11 day ahead cum death,2020-06-25,20,point,,259.4621893411722
24440,954,2020-06-14,12 day ahead cum death,2020-06-26,20,point,,260.4165026949361
24441,955,2020-06-14,13 day ahead cum death,2020-06-27,20,point,,261.4306763098844
24442,956,2020-06-14,14 day ahead cum death,2020-06-28,20,point,,262.36431525613943
24443,957,2020-06-14,15 day ahead cum death,2020-06-29,20,point,,263.2422482192849
24444,958,2020-06-14,16 day ahead cum death,2020-06-30,20,point,,264.11790436469556
24445,959,2020-06-14,17 day ahead cum death,2020-07-01,20,point,,264.93827329125094
24446,960,2020-06-14,18 day ahead cum death,2020-07-02,20,point,,265.7058483655844
24447,961,2020-06-14,19 day ahead cum death,2020-07-03,20,point,,266.44349855813203
24448,962,2020-06-14,20 day ahead cum death,2020-07-04,20,point,,267.1479562147377
24449,963,2020-06-14,21 day ahead cum death,2020-07-05,20,point,,267.8040895800026
24450,964,2020-06-14,22 day ahead cum death,2020-07-06,20,point,,268.4238726381477
24451,965,2020-06-14,23 day ahead cum death,2020-07-07,20,point,,269.0133689299122
24452,966,2020-06-14,24 day ahead cum death,2020-07-08,20,point,,269.5656160289851
24453,967,2020-06-14,25 day ahead cum death,2020-07-09,20,point,,270.08444918612406
24454,968,2020-06-14,26 day ahead cum death,2020-07-10,20,point,,270.57929506434647
24455,969,2020-06-14,27 day ahead cum death,2020-07-11,20,point,,271.0464353496031
25077,943,2020-06-14,1 day ahead inc death,2020-06-15,20,point,,1.3018565774876931
25078,944,2020-06-14,2 day ahead inc death,2020-06-16,20,point,,1.5348357565046558
25079,945,2020-06-14,3 day ahead inc death,2020-06-17,20,point,,1.627090678512652
25080,946,2020-06-14,4 day ahead inc death,2020-06-18,20,point,,1.5054378500657617
25081,947,2020-06-14,5 day ahead inc death,2020-06-19,20,point,,1.0107417693590193
25082,948,2020-06-14,6 day ahead inc death,2020-06-20,20,point,,1.4376182493079674
25083,949,2020-06-14,7 day ahead inc death,2020-06-21,20,point,,1.33907482389811
25084,950,2020-06-14,8 day ahead inc death,2020-06-22,20,point,,1.1464823314844586
25085,951,2020-06-14,9 day ahead inc death,2020-06-23,20,point,,1.2949424805439758
25086,952,2020-06-14,10 day ahead inc death,2020-06-24,20,point,,1.1714069364576047
25087,953,2020-06-14,11 day ahead inc death,2020-06-25,20,point,,1.0927018875502554
25088,954,2020-06-14,12 day ahead inc death,2020-06-26,20,point,,0.9543133537639426
25089,955,2020-06-14,13 day ahead inc death,2020-06-27,20,point,,1.0141736149483185
25090,956,2020-06-14,14 day ahead inc death,2020-06-28,20,point,,0.9336389462549591
25091,957,2020-06-14,15 day ahead inc death,2020-06-29,20,point,,0.8779329631455748
25092,958,2020-06-14,16 day ahead inc death,2020-06-30,20,point,,0.8756561454106192
25093,959,2020-06-14,17 day ahead inc death,2020-07-01,20,point,,0.8203689265553132
25094,960,2020-06-14,18 day ahead inc death,2020-07-02,20,point,,0.7675750743335572
25095,961,2020-06-14,19 day ahead inc death,2020-07-03,20,point,,0.7376501925476148
25096,962,2020-06-14,20 day ahead inc death,2020-07-04,20,point,,0.7044576566056545
25097,963,2020-06-14,21 day ahead inc death,2020-07-05,20,point,,0.6561333652649131
25098,964,2020-06-14,22 day ahead inc death,2020-07-06,20,point,,0.6197830581450604
25099,965,2020-06-14,23 day ahead inc death,2020-07-07,20,point,,0.5894962917645297
25100,966,2020-06-14,24 day ahead inc death,2020-07-08,20,point,,0.5522470990729247
25101,967,2020-06-14,25 day ahead inc death,2020-07-09,20,point,,0.5188331571389705
25102,968,2020-06-14,26 day ahead inc death,2020-07-10,20,point,,0.49484587822234294
25103,969,2020-06-14,27 day ahead inc death,2020-07-11,20,point,,0.4671402852566496
25196,948,2020-06-14,1 wk ahead cum death,2020-06-20,20,point,,253.4175808812377
25197,955,2020-06-14,2 wk ahead cum death,2020-06-27,20,point,,261.4306763098844
25198,962,2020-06-14,3 wk ahead cum death,2020-07-04,20,point,,267.1479562147377
25199,969,2020-06-14,4 wk ahead cum death,2020-07-11,20,point,,271.0464353496031
25292,115,2020-06-14,1 wk ahead inc death,2020-06-20,20,point,,8.417580881237745
25293,116,2020-06-14,2 wk ahead inc death,2020-06-27,20,point,,8.013095428646665
25294,117,2020-06-14,3 wk ahead inc death,2020-07-04,20,point,,5.717279904853292
25295,118,2020-06-14,4 wk ahead inc death,2020-07-11,20,point,,3.8984791348653913
25917,943,2020-06-14,1 day ahead cum death,2020-06-15,21,point,,502.31455899098887
25918,944,2020-06-14,2 day ahead cum death,2020-06-16,21,point,,506.56236105269926
25919,945,2020-06-14,3 day ahead cum death,2020-06-17,21,point,,511.5891559324137
25920,946,2020-06-14,4 day ahead cum death,2020-06-18,21,point,,517.1550247222767
25921,947,2020-06-14,5 day ahead cum death,2020-06-19,21,point,,521.8545271316259
25922,948,2020-06-14,6 day ahead cum death,2020-06-20,21,point,,525.8000971647757
25923,949,2020-06-14,7 day ahead cum death,2020-06-21,21,point,,529.9813309277426
25924,950,2020-06-14,8 day ahead cum death,2020-06-22,21,point,,534.1926222946981
25925,951,2020-06-14,9 day ahead cum death,2020-06-23,21,point,,538.5111272885392
25926,952,2020-06-14,10 day ahead cum death,2020-06-24,21,point,,543.0721688408455
25927,953,2020-06-14,11 day ahead cum death,2020-06-25,21,point,,548.1154470244022
25928,954,2020-06-14,12 day ahead cum death,2020-06-26,21,point,,553.0377883374874
25929,955,2020-06-14,13 day ahead cum death,2020-06-27,21,point,,557.6632111333906
25930,956,2020-06-14,14 day ahead cum death,2020-06-28,21,point,,562.1726186883353
25931,957,2020-06-14,15 day ahead cum death,2020-06-29,21,point,,566.6153161952659
25932,958,2020-06-14,16 day ahead cum death,2020-06-30,21,point,,571.0284672676325
25933,959,2020-06-14,17 day ahead cum death,2020-07-01,21,point,,575.4399048534767
25934,960,2020-06-14,18 day ahead cum death,2020-07-02,21,point,,579.875866524611
25935,961,2020-06-14,19 day ahead cum death,2020-07-03,21,point,,584.2871464515515
25936,962,2020-06-14,20 day ahead cum death,2020-07-04,21,point,,588.6605025897659
25937,963,2020-06-14,21 day ahead cum death,2020-07-05,21,point,,592.9673144893053
25938,964,2020-06-14,22 day ahead cum death,2020-07-06,21,point,,597.2080427401731
25939,965,2020-06-14,23 day ahead cum death,2020-07-07,21,point,,601.3968894907797
25940,966,2020-06-14,24 day ahead cum death,2020-07-08,21,point,,605.5397361255813
25941,967,2020-06-14,25 day ahead cum death,2020-07-09,21,point,,609.6241221997614
25942,968,2020-06-14,26 day ahead cum death,2020-07-10,21,point,,613.6410260335724
25943,969,2020-06-14,27 day ahead cum death,2020-07-11,21,point,,617.5909415986997
26565,943,2020-06-14,1 day ahead inc death,2020-06-15,21,point,,3.3145589909887265
26566,944,2020-06-14,2 day ahead inc death,2020-06-16,21,point,,4.247802061710547
26567,945,2020-06-14,3 day ahead inc death,2020-06-17,21,point,,5.0267948797144415
26568,946,2020-06-14,4 day ahead inc death,2020-06-18,21,point,,5.5658687898630905
26569,947,2020-06-14,5 day ahead inc death,2020-06-19,21,point,,4.699502409349146
26570,948,2020-06-14,6 day ahead inc death,2020-06-20,21,point,,3.9455700331498353
26571,949,2020-06-14,7 day ahead inc death,2020-06-21,21,point,,4.1812337629669445
26572,950,2020-06-14,8 day ahead inc death,2020-06-22,21,point,,4.211291366955353
26573,951,2020-06-14,9 day ahead inc death,2020-06-23,21,point,,4.318504993841218
26574,952,2020-06-14,10 day ahead inc death,2020-06-24,21,point,,4.56104155230613
26575,953,2020-06-14,11 day ahead inc death,2020-06-25,21,point,,5.043278183556698
26576,954,2020-06-14,12 day ahead inc death,2020-06-26,21,point,,4.922341313085381
26577,955,2020-06-14,13 day ahead inc death,2020-06-27,21,point,,4.62542279590321
26578,956,2020-06-14,14 day ahead inc death,2020-06-28,21,point,,4.509407554944756
26579,957,2020-06-14,15 day ahead inc death,2020-06-29,21,point,,4.4426975069303385
26580,958,2020-06-14,16 day ahead inc death,2020-06-30,21,point,,4.413151072366702
26581,959,2020-06-14,17 day ahead inc death,2020-07-01,21,point,,4.411437585844272
26582,960,2020-06-14,18 day ahead inc death,2020-07-02,21,point,,4.435961671134051
26583,961,2020-06-14,19 day ahead inc death,2020-07-03,21,point,,4.411279926940542
26584,962,2020-06-14,20 day ahead inc death,2020-07-04,21,point,,4.373356138214512
26585,963,2020-06-14,21 day ahead inc death,2020-07-05,21,point,,4.306811899539282
26586,964,2020-06-14,22 day ahead inc death,2020-07-06,21,point,,4.2407282508679645
26587,965,2020-06-14,23 day ahead inc death,2020-07-07,21,point,,4.188846750606653
26588,966,2020-06-14,24 day ahead inc death,2020-07-08,21,point,,4.14284663480124
26589,967,2020-06-14,25 day ahead inc death,2020-07-09,21,point,,4.08438607418029
26590,968,2020-06-14,26 day ahead inc death,2020-07-10,21,point,,4.01690383381101
26591,969,2020-06-14,27 day ahead inc death,2020-07-11,21,point,,3.9499155651274354
26684,948,2020-06-14,1 wk ahead cum death,2020-06-20,21,point,,525.8000971647757
26685,955,2020-06-14,2 wk ahead cum death,2020-06-27,21,point,,557.6632111333906
26686,962,2020-06-14,3 wk ahead cum death,2020-07-04,21,point,,588.6605025897659
26687,969,2020-06-14,4 wk ahead cum death,2020-07-11,21,point,,617.5909415986997
26780,115,2020-06-14,1 wk ahead inc death,2020-06-20,21,point,,26.8000971647758
26781,116,2020-06-14,2 wk ahead inc death,2020-06-27,21,point,,31.86311396861494
26782,117,2020-06-14,3 wk ahead inc death,2020-07-04,21,point,,30.99729145637517
26783,118,2020-06-14,4 wk ahead inc death,2020-07-11,21,point,,28.930439008933874
27405,943,2020-06-14,1 day ahead cum death,2020-06-15,22,point,,3029.0942698215167
27406,944,2020-06-14,2 day ahead cum death,2020-06-16,22,point,,3043.091076600516
27407,945,2020-06-14,3 day ahead cum death,2020-06-17,22,point,,3060.2182035725677
27408,946,2020-06-14,4 day ahead cum death,2020-06-18,22,point,,3075.366149635988
27409,947,2020-06-14,5 day ahead cum death,2020-06-19,22,point,,3090.486990473756
27410,948,2020-06-14,6 day ahead cum death,2020-06-20,22,point,,3106.5601198968475
27411,949,2020-06-14,7 day ahead cum death,2020-06-21,22,point,,3124.027707236268
27412,950,2020-06-14,8 day ahead cum death,2020-06-22,22,point,,3141.870365247891
27413,951,2020-06-14,9 day ahead cum death,2020-06-23,22,point,,3160.832742340815
27414,952,2020-06-14,10 day ahead cum death,2020-06-24,22,point,,3179.9254187653382
27415,953,2020-06-14,11 day ahead cum death,2020-06-25,22,point,,3199.6283754633423
27416,954,2020-06-14,12 day ahead cum death,2020-06-26,22,point,,3219.8890777963634
27417,955,2020-06-14,13 day ahead cum death,2020-06-27,22,point,,3239.2814956308985
27418,956,2020-06-14,14 day ahead cum death,2020-06-28,22,point,,3258.87460036612
27419,957,2020-06-14,15 day ahead cum death,2020-06-29,22,point,,3279.088842210072
27420,958,2020-06-14,16 day ahead cum death,2020-06-30,22,point,,3299.577335426265
27421,959,2020-06-14,17 day ahead cum death,2020-07-01,22,point,,3320.4735619510056
27422,960,2020-06-14,18 day ahead cum death,2020-07-02,22,point,,3341.7235031636637
27423,961,2020-06-14,19 day ahead cum death,2020-07-03,22,point,,3363.435577465909
27424,962,2020-06-14,20 day ahead cum death,2020-07-04,22,point,,3385.464658130101
27425,963,2020-06-14,21 day ahead cum death,2020-07-05,22,point,,3407.905518135431
27426,964,2020-06-14,22 day ahead cum death,2020-07-06,22,point,,3430.609115885583
27427,965,2020-06-14,23 day ahead cum death,2020-07-07,22,point,,3453.6220203557127
27428,966,2020-06-14,24 day ahead cum death,2020-07-08,22,point,,3476.8648688348158
27429,967,2020-06-14,25 day ahead cum death,2020-07-09,22,point,,3500.3263232551894
27430,968,2020-06-14,26 day ahead cum death,2020-07-10,22,point,,3523.903572389152
27431,969,2020-06-14,27 day ahead cum death,2020-07-11,22,point,,3547.707948954005
28053,943,2020-06-14,1 day ahead inc death,2020-06-15,22,point,,15.0942698215166
28054,944,2020-06-14,2 day ahead inc death,2020-06-16,22,point,,13.996806778999606
28055,945,2020-06-14,3 day ahead inc death,2020-06-17,22,point,,17.127126972052288
28056,946,2020-06-14,4 day ahead inc death,2020-06-18,22,point,,15.147946063419266
28057,947,2020-06-14,5 day ahead inc death,2020-06-19,22,point,,15.120840837768116
28058,948,2020-06-14,6 day ahead inc death,2020-06-20,22,point,,16.07312942309202
