,forecast_date,target,target_end_date,location,type,quantile,value
6311,2020-05-17,0 day ahead inc death,2020-05-17,12,point,,58.342222222222226
6335,2020-05-17,0 day ahead inc death,2020-05-17,13,point,,41.40777777777778
6359,2020-05-17,0 day ahead inc death,2020-05-17,66,point,,0.10555555555555557
6383,2020-05-17,0 day ahead inc death,2020-05-17,15,point,,0.2633333333333333
6407,2020-05-17,0 day ahead inc death,2020-05-17,19,point,,28.422222222222217
6431,2020-05-17,0 day ahead inc death,2020-05-17,16,point,,1.98
6455,2020-05-17,0 day ahead inc death,2020-05-17,17,point,,193.29888888888888
6479,2020-05-17,0 day ahead inc death,2020-05-17,18,point,,45.66777777777778
6503,2020-05-17,0 day ahead inc death,2020-05-17,20,point,,6.27
6527,2020-05-17,0 day ahead inc death,2020-05-17,21,point,,9.863333333333333
6551,2020-05-17,0 day ahead inc death,2020-05-17,22,point,,38.81111111111111
6575,2020-05-17,0 day ahead inc death,2020-05-17,25,point,,163.86333333333334
6599,2020-05-17,0 day ahead inc death,2020-05-17,24,point,,70.21666666666667
6623,2020-05-17,0 day ahead inc death,2020-05-17,23,point,,1.8188888888888892
6647,2020-05-17,0 day ahead inc death,2020-05-17,26,point,,66.56333333333333
